size_m2,bedrooms,distance_center,building_age,monthly_rent,premium_area
145,3,8.45,27,8352.14,1
45,4,16.74,15,2025.25,0
118,4,14.36,18,6192.73,1
65,4,4.31,29,4402.69,1
143,4,1.65,21,9520.05,1
78,2,8.46,13,4238.01,0
139,5,4.93,21,9427.98,1
57,3,3.8,26,3875.9,0
73,1,7.76,33,3081.54,0
105,3,3.41,25,6556.19,1
89,3,19.69,39,3057.17,0
96,3,11.02,32,4873.67,1
113,5,13.88,4,6935.73,1
39,4,5.83,0,3110.28,0
86,2,17.19,36,3422.57,0
54,3,24.33,28,1213.86,0
148,2,17.12,3,7096.48,1
100,2,21.96,8,3930.72,0
93,1,23.38,15,2965.35,0
46,1,14.91,11,1200.0,0
86,1,2.26,14,4727.61,1
141,3,1.42,39,8709.16,1
44,4,17.92,9,1905.69,0
138,2,18.21,23,6433.41,0
93,1,14.25,17,3711.45,0
133,5,2.39,35,8826.22,1
77,3,6.54,1,4845.73,1
29,1,17.62,17,1200.0,0
63,5,22.19,29,2270.28,0
111,1,8.33,13,5739.25,1
103,3,17.44,39,4646.89,0
94,1,24.07,34,2873.24,0
119,1,6.52,11,6900.31,1
38,4,10.28,16,2370.15,0
123,1,17.36,13,5813.08,0
80,5,12.16,38,4355.2,1
139,2,16.23,35,6870.6,0
81,5,18.45,21,4366.59,1
87,4,19.81,23,4199.91,0
128,5,18.77,37,6362.34,1
25,5,6.41,15,2675.64,1
148,2,0.39,34,8578.46,1
145,1,21.59,11,6692.23,1
89,4,19.71,1,4661.41,1
63,5,22.41,18,2701.6,0
138,3,10.98,34,7138.72,1
77,5,2.95,24,5639.26,1
71,1,11.02,7,3263.07,0
79,1,18.66,2,2728.74,0
71,1,7.16,10,3276.67,0
111,1,19.65,8,4624.33,0
112,4,21.13,23,5351.09,0
27,2,22.65,36,1200.0,0
83,2,13.18,32,3682.43,0
125,1,24.0,13,5113.69,0
86,2,19.8,24,2673.68,0
25,1,18.96,33,1200.0,0
25,1,15.34,24,1200.0,0
41,5,4.31,18,3487.33,1
94,5,2.49,16,6843.45,1
93,1,9.33,38,4155.59,0
58,4,15.05,31,2205.87,0
60,2,8.51,25,2690.76,0
25,4,17.64,11,1200.0,0
116,2,4.58,39,6421.25,1
131,5,21.33,6,7415.06,1
75,1,0.38,21,4491.68,0
69,1,19.78,21,1865.74,0
31,3,1.17,9,2653.63,0
73,4,2.6,9,5145.73,1
91,5,17.29,20,4658.74,1
77,3,8.73,39,4323.65,0
75,1,3.48,6,4399.67,0
30,2,21.46,22,1200.0,0
126,1,8.92,5,6860.36,1
125,2,14.52,28,5952.83,1
129,2,24.43,38,5125.48,1
148,1,20.29,13,6571.27,0
138,1,16.24,38,5976.27,0
27,5,11.16,28,1473.92,0
75,5,10.34,20,4602.31,1
37,5,10.97,19,1974.15,0
139,2,20.23,7,6709.59,1
75,4,14.63,38,3778.4,0
81,4,21.52,37,3017.66,0
98,3,22.56,22,4049.22,0
71,4,9.3,10,4342.96,1
88,4,12.84,1,5091.25,1
61,4,8.12,17,3759.84,0
135,3,15.94,2,7366.02,1
147,5,22.89,38,7197.59,1
77,1,19.46,38,2198.59,0
118,1,2.77,10,7123.37,1
141,2,5.53,19,8226.6,1
136,5,8.08,31,8297.13,1
85,5,12.74,2,5222.51,1
84,5,23.66,3,3806.69,1
134,2,14.13,4,7226.95,1
95,2,22.37,14,3896.54,0
128,2,24.76,11,5491.05,0
67,4,2.08,27,4532.92,1
55,2,2.3,36,3319.15,0
69,1,9.73,18,2526.88,0
39,5,9.7,37,2433.66,0
121,2,12.74,37,5861.68,1
83,5,2.14,8,6014.62,1
94,3,3.6,30,5600.65,1
115,1,5.62,10,6260.45,1
86,2,13.85,35,3715.18,0
60,5,24.2,16,2311.71,0
136,1,7.76,15,7369.87,1
33,4,11.49,3,2343.43,0
54,5,3.69,0,4359.56,1
103,4,15.19,36,4908.89,1
106,1,23.16,28,3498.83,0
92,2,7.28,29,4876.49,1
117,3,23.43,33,4683.79,0
119,2,6.76,4,7032.01,1
120,2,15.81,17,5644.0,0
137,2,0.31,1,8996.61,1
87,4,9.57,21,4758.31,1
108,1,16.31,9,4633.73,1
53,1,17.41,24,1205.15,0
78,5,5.28,28,5459.95,1
27,2,19.65,21,1200.0,0
65,5,21.35,21,2949.38,0
103,5,12.27,39,5705.39,1
77,5,20.96,34,3313.16,0
106,5,13.64,7,6484.38,1
72,3,11.58,31,3074.43,0
37,1,22.86,24,1200.0,0
144,3,14.62,38,7348.69,1
39,1,19.23,38,1200.0,0
73,2,10.66,38,3593.22,0
90,1,4.62,13,4824.92,0
78,5,4.29,19,5441.17,1
119,1,0.78,11,7295.12,1
121,4,15.33,15,6552.59,1
82,3,0.4,38,5482.62,1
112,2,14.25,7,5309.61,1
51,4,8.14,28,3244.2,1
52,4,0.56,23,3925.7,1
75,5,7.31,0,5582.65,1
145,1,22.77,20,5718.66,0
125,2,11.02,16,6613.02,1
33,3,15.05,22,1200.0,0
120,4,2.01,19,7636.41,1
25,3,15.38,4,1200.0,0
89,1,17.22,11,3696.31,0
42,5,22.74,6,1636.18,0
30,3,17.74,19,1200.0,0
120,4,10.93,10,7317.52,1
63,2,18.87,24,1863.97,0
79,1,13.53,28,2911.99,0
124,2,15.16,4,6202.16,1
89,3,22.18,9,4080.0,0
99,3,21.45,6,4805.68,0
36,1,10.85,33,1200.0,0
53,2,1.3,18,3481.76,1
83,5,16.9,9,4137.3,1
37,4,7.68,6,2268.37,1
46,2,18.82,22,1200.0,0
81,5,18.93,23,3991.94,0
90,3,24.41,20,3350.29,0
61,5,19.3,8,3318.2,1
39,4,23.09,23,1200.0,0
109,1,10.17,20,5130.07,0
61,5,19.46,0,3368.9,0
25,5,19.44,7,1200.0,0
40,5,5.63,11,3507.14,1
71,2,10.62,16,3934.48,0
81,4,8.29,22,5059.35,1
41,4,14.12,25,1808.44,0
105,1,1.98,14,6011.13,1
60,1,19.13,8,1476.72,0
58,1,4.16,9,2893.38,0
137,2,16.61,39,6227.62,0
60,4,22.61,38,1655.89,0
93,5,18.14,23,4994.55,0
140,1,14.81,20,6550.5,1
71,5,0.66,5,5816.86,1
33,4,11.52,23,1874.72,0
127,4,6.57,15,7783.92,1
128,4,13.1,21,7116.85,1
133,5,10.55,20,8210.05,1
137,4,20.67,26,7092.74,1
131,4,0.84,0,9058.81,1
141,4,23.84,27,6153.68,0
37,1,11.44,11,1200.0,0
67,3,13.16,17,3367.39,0
25,3,11.85,0,1408.22,0
107,3,18.2,9,5537.59,1
142,2,18.7,3,7049.2,1
48,4,6.55,19,3750.69,0
141,4,12.1,16,8072.1,1
62,4,14.95,6,3427.22,0
79,3,4.81,35,4850.86,1
57,2,17.78,10,1754.62,0
136,3,18.28,13,7036.22,1
47,2,15.97,26,1222.92,0
105,3,15.86,34,4540.89,0
107,3,12.86,5,6062.39,1
148,3,18.29,28,7497.44,1
149,3,15.38,25,7882.12,1
60,5,20.25,29,2774.43,0
141,5,0.43,33,9206.24,1
131,3,9.4,25,7468.6,1
143,5,11.57,2,8900.1,1
130,5,1.78,2,9006.8,1
60,4,12.23,26,2909.67,0
42,3,18.56,10,1326.65,0
33,5,13.66,3,1670.27,1
117,3,18.96,26,5436.92,1
38,2,13.32,27,1200.0,0
56,1,7.76,1,2681.9,0
41,5,1.37,28,3159.85,0
29,2,10.86,39,1200.0,0
113,1,17.11,9,5552.22,0
91,5,20.21,19,4778.05,0
149,1,11.18,21,7512.56,1
41,4,24.22,2,1200.0,0
28,4,12.86,21,1200.52,0
51,4,24.7,35,1200.0,0
145,4,23.45,19,7011.57,1
110,3,10.54,17,6295.61,1
69,4,24.25,3,2447.11,0
122,3,4.46,17,8034.21,1
96,3,23.75,29,3498.65,0
56,2,21.33,38,1200.0,0
143,4,20.4,25,7338.26,1
84,4,7.47,12,5443.81,1
147,2,3.45,5,8860.96,1
54,4,19.18,25,1978.93,0
43,4,4.48,26,2732.57,1
119,5,21.45,29,5713.37,1
115,3,22.38,30,4931.13,0
43,2,0.93,18,3228.92,0
65,4,20.52,17,2893.31,0
38,2,8.49,30,1299.89,0
48,3,20.84,29,1200.0,0
52,5,24.74,37,1226.96,0
128,1,12.17,25,6108.84,1
86,4,20.21,27,3880.51,0
71,1,18.68,7,2183.45,0
72,4,21.54,37,2601.06,0
73,4,3.2,19,5049.0,1
110,3,22.5,18,4692.46,1
60,5,3.3,3,4887.42,1
114,5,15.77,25,6095.55,1
112,5,14.09,11,6472.97,1
139,4,0.47,13,9536.39,1
85,3,15.89,26,3660.39,0
88,2,8.83,6,4793.09,1
66,2,7.61,10,3522.48,1
74,4,5.16,5,5238.44,1
50,4,6.25,1,3329.58,1
74,5,12.39,20,4374.43,1
137,5,11.32,32,7902.57,1
74,2,20.39,19,2705.52,0
58,3,5.76,14,3897.71,0
142,3,13.39,3,7826.02,1
44,3,17.67,29,1204.32,0
66,3,5.07,23,4138.13,0
36,5,10.43,1,2686.79,1
131,4,9.89,23,7434.46,1
132,1,7.94,13,7106.77,1
39,2,3.79,20,2030.52,0
116,2,23.02,17,4786.53,0
111,2,21.98,35,4064.16,0
80,5,16.93,17,4443.31,1
95,2,8.25,29,4602.67,1
111,4,11.08,2,6764.45,1
32,5,20.84,3,1221.03,0
111,1,3.02,34,6050.19,0
46,2,0.97,36,2494.97,0
34,1,8.7,29,1200.0,0
118,3,20.96,10,5221.15,1
119,1,11.85,15,6222.25,1
63,4,0.44,1,5079.64,1
96,5,5.78,3,6514.36,1
53,3,4.51,3,3463.16,1
86,2,24.52,37,2036.95,0
40,1,14.9,20,1200.0,0
149,1,14.3,19,7248.93,1
139,4,21.27,19,6919.77,1
103,1,11.45,22,4395.1,0
105,3,18.03,24,5009.76,0
126,5,9.75,20,7490.37,1
73,3,19.06,1,3818.0,0
115,2,10.29,4,6370.9,1
27,3,3.05,31,1459.94,0
69,4,24.58,14,2445.44,0
76,3,12.3,39,3061.15,0
110,3,6.68,14,6371.18,1
121,2,11.44,12,6239.94,1
73,5,22.87,30,3233.99,0
145,1,7.17,38,7297.16,1
64,3,1.9,7,4335.97,1
112,5,5.54,16,7590.59,1
42,2,20.63,38,1200.0,0
56,3,22.68,29,1233.37,0
52,2,1.16,35,2597.3,1
59,2,4.43,34,3333.29,0
80,4,14.02,14,4367.54,1
87,5,23.14,35,3582.53,0
130,4,0.5,37,8222.81,1
62,2,15.66,6,2312.56,0
87,2,21.96,19,3225.3,0
41,4,7.35,4,2798.75,0
85,3,11.93,38,3878.14,0
49,2,23.07,4,1200.0,0
130,4,22.19,5,6597.95,1
144,2,22.58,24,6504.66,0
142,1,14.09,14,6835.37,1
99,2,4.36,12,5826.49,1
117,5,14.82,1,6992.24,1
97,3,13.82,35,4919.95,0
37,3,22.26,0,1200.0,0
73,2,5.13,34,3828.72,0
89,5,23.66,30,3584.02,1
139,1,21.73,21,6006.49,1
115,2,16.41,13,5240.13,0
40,3,10.25,20,1891.42,0
61,4,20.05,22,2498.31,0
69,3,20.53,20,2533.53,0
122,3,20.45,9,5938.88,1
40,1,0.92,29,1965.43,0
123,4,1.05,31,7737.45,1
35,2,0.47,4,2746.1,0
146,5,16.57,37,8083.04,1
122,2,23.19,21,5049.92,0
143,3,2.15,16,8968.93,1
30,5,13.6,7,1988.88,0
115,3,20.05,2,5485.23,1
72,5,18.92,13,3727.29,0
144,4,5.81,2,9486.72,1
31,5,10.3,2,2318.63,1
144,1,19.17,31,6089.2,1
71,3,8.34,10,4277.63,1
28,4,22.73,8,1200.0,0
55,2,22.61,18,1200.0,0
83,1,20.48,27,2322.22,0
45,5,17.44,39,1762.93,0
58,3,3.6,24,3787.42,0
127,1,23.14,16,5161.24,0
33,1,21.84,29,1200.0,0
92,1,15.41,5,3956.46,0
68,4,20.59,21,2704.28,0
28,3,22.84,2,1200.0,0
69,1,6.95,30,3295.79,0
86,4,12.7,24,4962.57,1
85,4,1.01,10,5874.04,1
40,4,5.69,38,2448.39,0
70,1,13.25,31,2439.49,0
80,2,14.64,22,3455.12,0
104,1,9.57,10,5198.59,0
37,2,1.66,21,1874.94,0
119,2,20.56,0,5633.17,1
42,1,7.72,11,1786.38,0
133,1,10.25,2,6848.45,1
96,4,6.85,10,6379.5,1
94,2,9.47,32,4614.46,1
50,2,2.93,1,3279.85,0
136,4,13.76,20,7364.27,1
81,3,15.07,11,3865.88,1
39,3,18.47,16,1200.0,0
63,2,18.78,14,2336.2,0
34,3,19.16,8,1200.0,0
81,1,3.39,26,4252.66,1
44,1,15.05,29,1200.0,0
41,3,0.48,30,3243.78,0
51,5,11.85,5,3375.63,1
132,3,20.06,9,6840.22,1
126,5,22.73,15,6499.85,1
144,4,1.28,25,9292.01,1
124,1,2.83,15,7132.96,1
124,5,5.27,34,7973.51,1
117,5,3.47,36,7550.19,1
98,4,24.09,18,4048.8,0
32,3,6.74,25,1722.99,0
37,1,15.95,34,1200.0,0
64,3,24.53,26,1296.58,0
26,4,16.05,22,1200.0,0
97,2,22.16,30,3713.5,0
125,4,1.44,37,7967.3,1
145,5,13.17,10,8684.46,1
139,5,5.75,27,8799.88,1
84,4,9.42,27,4975.64,1
145,3,4.58,2,9268.48,1
34,5,14.41,7,2286.02,0
76,5,12.8,36,3794.1,0
114,5,7.71,4,7345.82,1
99,1,7.9,35,4765.57,0
122,3,4.72,24,7314.7,1
89,3,6.04,38,4953.58,1
44,2,1.18,23,2494.38,0
101,3,23.21,12,4141.75,0
90,3,13.7,17,4836.72,1
72,1,0.45,16,4307.04,1
128,4,9.57,25,7169.86,1
86,3,0.77,18,6066.92,1
50,5,2.88,33,3738.09,1
148,3,12.83,10,8247.52,1
33,2,7.08,3,2156.53,0
67,1,18.59,13,2090.95,0
30,5,4.91,23,2758.72,1
67,5,21.39,3,3584.93,0
103,2,8.62,6,5664.31,1
107,5,5.02,29,6917.12,1
97,2,4.28,30,5656.94,1
89,1,20.99,37,2379.71,0
94,5,20.94,13,4882.37,1
98,5,2.85,32,6367.43,1
30,2,12.87,32,1200.0,0
96,3,6.07,12,6142.63,1
62,2,9.44,35,2814.95,0
113,3,5.44,25,6847.8,1
37,4,7.75,18,2513.5,1
40,5,5.39,7,3210.93,0
45,4,16.49,37,1600.16,0
111,5,23.35,31,5370.49,0
63,4,5.74,18,4179.41,0
127,5,20.01,19,7023.94,1
27,5,19.32,18,1386.52,0
62,5,10.75,21,3281.76,1
60,1,5.72,37,2632.73,0
36,4,14.74,7,1792.03,0
123,4,20.66,38,5824.1,1
111,2,15.93,12,5839.23,1
71,3,12.56,9,3997.95,0
80,4,15.11,20,4145.57,0
65,5,4.93,3,5186.38,1
101,5,23.33,9,5356.46,1
27,3,3.23,28,1744.29,0
43,2,17.63,23,1200.0,0
118,2,20.8,15,4832.26,1
111,4,14.94,27,6107.91,1
91,5,9.0,25,5486.05,1
110,4,12.14,31,5974.97,1
65,3,15.62,21,2872.68,0
103,2,23.26,30,3387.79,0
122,2,16.84,34,5550.97,0
36,2,20.8,36,1200.0,0
123,1,10.9,27,6093.0,1
68,3,22.97,20,2489.53,0
110,3,16.65,0,5713.88,1
149,4,10.49,1,9571.48,1
35,2,16.0,15,1200.0,0
75,3,24.9,33,2477.64,0
83,4,2.09,13,6061.29,1
137,2,17.75,29,6279.02,0
144,3,6.28,11,8538.7,1
58,2,22.1,12,1304.22,0
76,2,20.87,26,2223.14,0
142,5,5.4,37,8830.96,1
40,2,9.39,5,1939.0,0
149,4,22.13,18,7619.04,1
82,1,20.67,29,2784.77,0
38,5,1.05,37,3201.92,0
121,1,3.36,11,7205.53,1
55,5,9.03,25,3604.53,0
134,1,15.05,6,6756.25,1
138,3,24.15,10,6535.2,1
36,1,8.39,11,1444.28,0
66,4,2.45,14,4689.04,1
86,5,17.29,25,4147.46,0
98,5,14.86,37,5034.61,1
140,1,15.88,31,6466.92,1
68,5,16.07,36,3022.35,0
47,3,15.57,36,1517.52,0
32,5,5.54,36,2202.17,1
90,2,13.92,28,4338.93,0
87,5,13.9,4,5331.97,1
107,5,1.71,21,7447.71,1
122,2,1.1,39,6810.35,1
136,2,10.07,19,7844.52,1
72,3,12.87,17,3652.75,0
41,3,18.05,3,1200.0,0
95,2,1.08,15,5974.72,1
80,5,19.68,0,4127.28,1
127,2,24.11,2,5678.19,0
77,1,7.39,23,3992.14,0
140,4,12.13,4,8549.89,1
50,3,3.46,37,2334.38,0
141,5,24.39,37,6899.99,1
102,2,10.25,32,4752.12,0
134,1,13.55,11,6347.07,1
144,4,13.65,36,7659.0,1
53,2,1.26,18,3234.05,0
75,2,7.64,33,3546.06,1
121,4,11.86,19,7064.28,1
54,5,24.77,13,2327.71,0
116,3,9.01,36,6302.84,1
39,2,24.95,25,1200.0,0
70,1,19.02,28,2028.94,0
76,1,7.21,24,3708.54,0
132,4,22.64,18,6211.94,1
68,5,6.67,6,4801.57,1
63,5,23.16,32,2510.1,0
31,5,13.38,20,1862.42,0
26,3,7.29,2,1796.09,0
58,1,4.32,22,2612.08,0
69,4,23.84,35,1819.28,0
90,5,22.11,7,4547.48,1
59,1,14.06,11,1855.72,0
95,2,8.97,29,5032.33,1
107,1,4.7,36,5230.01,0
86,4,6.52,38,4812.42,1
61,3,15.4,5,2806.51,0
111,1,19.3,32,4118.51,0
29,5,3.9,10,2667.78,0
100,5,11.79,9,6145.19,1
25,3,13.14,0,1421.49,0
28,5,23.53,2,1200.0,0
116,3,21.59,35,5035.49,0
128,2,0.99,3,7973.03,1
102,4,3.03,27,6684.38,1
55,4,15.47,30,2171.26,0
143,2,13.29,24,7175.59,1
65,1,2.81,16,3242.28,1
137,4,10.61,33,7838.48,1
128,3,7.35,26,7299.93,1
121,4,20.94,37,5731.67,0
73,2,22.83,14,2380.27,0
116,3,15.0,7,6298.88,1
80,2,13.9,10,3890.07,0
75,5,19.04,31,2942.39,0
73,1,1.11,15,4249.74,0
85,5,11.01,22,5487.99,1
80,5,22.38,27,3472.02,0
98,4,2.03,9,7351.35,1
83,3,19.77,20,3555.59,0
146,2,3.11,22,8816.81,1
56,5,18.49,26,2720.64,0
147,1,22.35,9,6973.35,1
96,1,19.27,15,3929.58,0
98,3,3.43,17,6143.85,1
49,5,17.14,17,2461.45,0
66,2,2.31,27,3855.62,0
57,4,1.77,9,4597.25,1
110,4,22.51,31,5092.33,0
89,4,11.6,2,5350.09,1
25,5,18.76,9,1200.0,0
137,2,16.88,13,6797.49,1
101,5,10.86,12,6266.5,1
100,5,8.2,26,6049.33,1
40,3,2.96,1,3263.17,0
31,1,6.14,39,1200.0,0
57,4,20.98,20,1936.24,0
71,1,14.59,36,2369.17,0
41,1,17.23,35,1200.0,0
100,1,15.44,9,4468.03,0
73,5,10.46,31,4478.97,1
109,5,14.82,3,5912.2,1
130,4,22.74,35,5623.75,0
78,5,4.21,21,5260.52,1
30,1,19.12,0,1200.0,0
142,5,24.13,0,7406.64,1
72,2,15.12,7,3043.76,0
82,1,22.12,23,2814.79,0
82,5,17.29,30,4104.45,0
123,4,20.86,13,6521.36,1
37,4,13.95,32,1200.0,0
124,3,19.78,8,5487.71,0
66,3,9.01,5,4233.91,1
94,4,3.3,34,5633.75,1
44,2,14.54,0,1751.33,0
107,5,13.8,13,6651.63,1
128,4,7.85,9,8126.6,1
125,3,13.62,16,7065.95,1
97,3,12.8,8,5000.72,1
46,4,8.46,18,2832.4,0
38,2,4.28,29,2125.95,0
111,4,2.43,3,7578.32,1
67,2,10.08,22,2974.59,0
127,3,4.6,37,7115.91,1
93,2,0.44,18,5722.51,1
31,2,9.23,9,1200.0,0
37,4,16.26,8,1607.07,0
40,2,17.5,4,1200.0,0
130,1,2.49,17,7773.53,1
105,5,23.93,30,4480.89,0
104,4,18.52,33,4817.17,0
57,5,13.36,3,3663.03,0
132,5,12.5,39,7556.39,1
27,1,22.17,6,1200.0,0
143,2,1.2,3,9008.66,1
98,3,18.4,0,4904.77,1
58,3,7.16,35,3225.56,0
99,1,2.82,23,4981.75,0
109,4,6.93,33,6261.03,1
74,5,14.53,10,4263.16,1
82,4,18.73,25,3511.27,0
99,2,0.41,3,6318.43,1
57,1,13.18,38,1364.6,0
106,4,22.17,39,4701.84,0
132,2,3.29,27,7780.81,1
39,2,15.51,18,1200.0,0
25,3,14.61,15,1200.0,0
78,1,3.2,22,4317.93,1
107,4,6.25,16,6846.13,1
137,1,16.08,27,6617.1,0
51,2,9.6,19,2625.58,0
77,3,18.22,38,2681.53,0
121,1,0.81,30,7139.6,1
78,1,12.98,36,2888.98,0
76,5,11.04,14,4816.34,1
98,1,9.69,10,4758.04,1
111,1,19.32,27,4627.14,0
99,2,23.7,26,3514.64,0
146,3,18.11,7,7594.05,1
128,1,1.86,0,7797.03,1
82,5,2.54,22,6411.17,1
142,1,11.26,4,7426.12,1
131,1,6.58,15,7159.02,1
63,3,19.45,2,2760.48,0
112,5,2.78,8,8115.65,1
117,5,24.02,31,5425.12,1
75,5,23.25,28,3012.39,0
44,3,23.21,5,1200.0,0
73,2,19.96,4,3151.18,0
69,1,21.82,28,1427.08,0
114,1,7.53,6,6377.97,1
112,1,2.67,11,6946.94,1
94,4,1.61,3,6628.76,1
60,1,22.31,21,1200.0,0
61,5,11.27,10,4303.71,1
45,3,3.08,22,2620.39,0
75,2,3.18,38,3876.53,0
72,5,13.12,9,4452.56,1
113,1,24.77,14,4092.39,0
49,3,19.46,24,1200.0,0
69,3,23.13,38,1552.12,0
49,5,19.06,30,1794.44,0
88,1,11.28,24,3643.56,0
61,4,5.85,31,3638.94,0
48,2,14.15,28,1436.28,0
109,2,15.29,28,4960.9,1
132,2,4.65,8,8208.61,1
98,4,4.5,25,6282.28,1
65,3,4.68,2,4072.89,1
146,2,2.62,5,9300.74,1
113,4,20.7,19,5348.13,1
115,1,13.99,28,4924.29,0
81,1,5.5,29,3927.66,0
61,2,12.09,17,2764.51,0
136,4,24.95,2,7034.28,1
65,2,6.07,13,3455.55,0
47,1,12.42,20,1487.81,0
35,3,0.76,38,1967.24,0
74,3,18.98,16,2665.07,0
27,5,1.74,20,2521.15,1
106,5,24.1,36,4699.69,0
147,1,1.95,22,8656.67,1
102,1,6.33,16,5772.19,1
52,1,15.16,3,1813.8,0
72,1,2.82,18,3996.12,1
146,2,21.68,0,7116.61,1
45,5,22.52,14,1746.35,0
112,4,5.8,18,7089.55,1
73,3,13.01,29,3471.13,0
136,3,4.76,31,7987.55,1
76,1,21.13,32,2374.7,0
82,4,5.25,39,4610.02,1
58,3,23.49,20,1608.88,0
125,3,20.07,32,6005.12,1
114,4,22.36,5,5609.04,0
97,5,22.25,38,4446.08,0
34,1,22.48,17,1200.0,0
44,1,14.94,9,1260.27,0
36,3,20.44,8,1200.0,0
129,5,23.77,37,5877.74,1
106,1,4.14,32,5489.49,1
82,2,23.87,16,2469.27,0
28,3,8.01,19,1200.0,0
119,5,0.49,22,8422.04,1
29,3,20.87,33,1200.0,0
27,2,13.41,30,1200.0,0
27,3,18.69,24,1200.0,0
25,2,21.81,10,1200.0,0
110,1,12.88,35,5073.42,0
108,1,6.4,4,6216.28,1
56,2,0.86,17,3668.18,0
149,2,4.44,34,8179.17,1
98,3,21.38,32,3658.3,0
54,1,2.81,3,2943.88,1
76,4,3.66,20,4634.65,1
89,3,20.51,10,3794.86,0
107,2,19.9,28,4324.71,0
136,3,9.39,3,8215.96,1
136,5,17.09,14,7895.76,1
78,3,3.97,23,4785.17,1
26,5,16.05,11,1200.0,0
26,5,13.64,13,1731.77,0
36,2,6.83,25,1712.42,0
54,4,2.53,6,4160.35,1
132,5,0.88,9,9430.19,1
67,2,11.0,12,3477.66,0
98,4,14.88,7,5459.66,1
114,2,11.07,14,6137.75,1
114,4,18.01,12,6502.34,1
66,2,10.72,35,2659.21,0
75,2,20.6,22,2551.97,0
149,4,11.26,3,8715.23,1
120,1,14.84,36,5306.8,0
96,4,6.72,38,5575.67,1
110,5,7.0,25,7070.57,1
132,4,15.08,31,6727.54,1
30,5,2.06,33,2331.37,0
66,1,13.76,19,2312.15,0
39,4,15.45,11,1743.12,0
112,5,0.79,38,7450.09,1
91,4,18.11,20,4505.04,0
42,4,22.82,4,1480.65,0
92,2,24.77,17,2915.82,0
138,5,16.26,18,7968.22,1
139,3,9.48,1,8467.14,1
142,2,4.23,0,8818.6,1
140,1,13.34,25,6824.83,1
89,1,16.85,23,3345.34,0
105,1,9.58,10,5159.5,1
124,3,7.36,29,7395.58,1
128,1,17.03,3,6156.71,0
58,5,12.85,20,3690.43,0
127,2,1.57,33,7242.72,1
103,1,10.43,25,4851.27,0
51,2,4.25,4,3018.95,1
29,3,2.81,38,1200.0,0
50,1,9.84,3,1537.48,0
86,1,9.99,16,4215.94,0
115,2,8.33,8,6266.55,1
105,4,6.11,30,6653.05,1
96,5,3.77,26,6320.82,1
104,5,10.26,38,5749.8,1
125,1,16.91,2,6005.67,1
55,5,8.47,3,3907.05,1
99,2,14.61,29,4246.67,0
110,5,9.71,1,7204.74,1
35,4,14.77,32,1318.54,0
51,1,5.69,31,2395.8,0
36,1,17.97,2,1200.0,0
88,3,10.23,6,5316.0,1
30,1,8.11,2,1485.27,0
97,2,9.14,9,5116.27,1
140,2,21.25,35,6262.53,0
38,5,8.48,39,2438.91,0
52,1,16.56,25,1200.0,0
42,2,3.67,14,2756.06,0
74,1,4.24,4,4373.71,1
28,1,13.4,19,1200.0,0
148,5,3.46,34,9596.13,1
44,3,2.47,35,2292.34,0
102,2,3.85,11,6594.55,1
45,2,10.74,2,2807.86,0
92,4,22.2,18,3936.95,0
56,1,9.46,37,1903.74,0
35,4,3.59,20,3137.26,1
136,3,15.74,8,7110.59,1
128,3,22.24,12,5992.05,1
134,3,21.37,20,6524.26,1
141,1,18.07,5,6791.29,1
68,5,18.09,20,3560.58,0
127,5,14.94,38,6905.32,1
48,5,9.86,14,3048.66,1
72,4,23.69,4,3242.8,0
149,4,21.95,9,7587.46,1
83,5,12.99,2,4990.72,1
97,1,14.92,0,4642.58,0
63,4,11.48,39,2843.06,0
122,4,18.49,13,6335.56,1
106,3,4.16,18,6634.16,1
134,2,16.13,36,6207.08,1
37,4,15.82,24,1200.0,0
51,4,18.29,18,2422.93,0
72,3,18.79,3,3298.21,0
68,1,22.28,2,1671.13,0
143,5,7.84,1,9860.55,1
29,1,17.74,5,1200.0,0
149,3,20.88,34,6902.93,1
69,3,20.52,9,2642.19,0
144,2,14.56,1,7540.44,1
76,4,5.65,34,4990.48,1
105,5,12.89,24,6665.79,1
113,5,16.77,6,6830.02,1
46,2,14.56,0,1746.76,0
145,2,10.28,18,8234.0,1
68,1,15.21,36,1807.36,0
67,5,20.75,7,3242.61,1
54,5,0.86,8,4956.0,1
118,2,8.64,15,6568.66,1
27,1,7.17,2,1598.41,0
97,3,2.59,31,5629.75,1
37,4,23.02,32,1200.0,0
125,5,17.79,3,7330.5,1
97,3,8.29,5,5817.42,1
59,3,9.75,18,3104.47,0
59,2,18.66,18,1367.94,0
55,5,19.12,35,1973.9,0
124,3,8.39,32,6625.91,1
32,3,24.62,30,1200.0,0
137,4,4.96,32,8578.96,1
54,4,15.44,18,2832.28,0
27,3,13.24,15,1200.0,0
118,5,9.34,10,7827.73,1
31,3,3.54,27,1636.88,0
100,5,21.63,20,5302.45,1
64,2,19.38,36,1783.84,0
108,3,7.81,28,6223.4,1
94,5,3.04,36,6391.54,1
146,4,3.7,36,8582.02,1
139,1,9.67,11,7219.87,1
93,3,18.04,16,3869.89,1
82,4,13.76,13,4955.6,1
144,4,1.35,14,9351.91,1
41,2,21.69,11,1200.0,0
27,1,10.93,0,1200.0,0
54,3,11.0,23,2962.62,0
144,5,5.86,37,8724.88,1
138,1,10.55,10,7051.75,1
133,3,23.53,22,5918.97,1
107,3,16.11,21,5218.98,1
